"","user_name","user_location","user_description","user_created","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","source","is_retweet"
"1035","OUTLAW 09","DE","Strategic Debriefer, Interrogator, former SF, SF VN vet, DET-A Berlin, JAROC-B, SME for bot nets, RU non linear warfare, RU propaganda and  US alt right trolls","2014-01-31 18:25:04",1078,97,213,FALSE,2020-07-25,"success rate in detecting #Covid19. They were trained for only a week! 

https://t.co/n3HmLgiTFu","['Covid19']","Twitter Web App",FALSE
"1036","Andreas K. Maier","DE","Father of 2, does @DFG_public, @BMBF_Bund & @ERC_Research in #ML, Prof @FAU_Germany, President @DataDonors, Board @TimeMachineEU, pulls chestnuts out of fire.","2018-06-08 10:33:51",14409,661,5443,FALSE,2020-07-26,"Dear @Facebook,

Can you look into this issue?

Excluding a researcher from social media can be a career limiting m… https://t.co/NO0pWBpK56","","Twitter for iPhone",FALSE
"1037","(⧖) Manuel🌱Carrasco Molina","DE","","",NA,NA,NA,NA,NA,"","","",NA
"1038","Benjamin Hinz","DE","Hanseat und überzeugter Transatlantiker, currently studying Law in Heidelberg","2019-06-13 08:38:28",18,251,1059,FALSE,2020-07-26,"Just read a great essay by Singapore’s PM @leehsienloong. US-China relations are in dire need of revitalization.… https://t.co/6u8ill7tB5","","Twitter for iPhone",FALSE
"1039","Ralf Kern","DE","Retail Executive #SAP. #husband, #father, #entrepreneur and curious mind. #Omnichannel #Retail #HappyCustomers #AR #VR #S4HANA. Views are my own.","2009-10-13 13:29:41",26955,28262,1108,FALSE,2020-07-26,"@Tripit Neighborhood Safety Scores now include COVID-19 data. Read on to know how @GeoSureGlobal sources and incorp… https://t.co/OY98dmTRyQ","","Dynamic Signal",FALSE
"1040","Benjamin Nussberger","DE","Research fellow Institute for International Peace &Security Law @unicologne | editor @Voe_Blog| Digest of State Practice Regional Coordinator @j_ufil | Rt💙≠END","2016-11-13 05:04:57",944,650,1557,FALSE,2020-07-26,"#Iraq with letter on #Turkey's bombardment of Iraqi territory 2017-2019 and list of all its protest notes

&gt; violat… https://t.co/kfk9gQNjlK","['Iraq', 'Turkey']","Twitter Web App",FALSE
"1041","Dr. ir Johannes Drooghaag (JD)","DE","Proud Dad ° CEO of Spearhead Management @Spearheadman https://t.co/Bl2EuWOwed ° Content creator at ","",NA,NA,NA,NA,NA,"","","",NA
"1042","OekoWraps","DE","Eine Marke für umweltfreundliche Bienenwachstücher. Wir verwenden 100% Bio Komponenten.

A Brand for 100% Organic Eco-friendly beeswax Wraps. 100% Organic Items","2019-11-29 21:52:39",1,7,5,FALSE,2020-07-26,"Feeling lonely working at home? Explore how @hellometric stays connected during ","","",NA
"1043","Dr. ir Johannes Drooghaag (JD)","DE","Proud Dad ° CEO of Spearhead Management @Spearheadman https://t.co/Bl2EuWOwed ° Content creator at ","",NA,NA,NA,NA,NA,"","","",NA
"1044","Jesus del Valle","DE","Stranger Things @Bayer @BayerPharma R&D 💜 @Science4Berlin ","",NA,NA,NA,NA,NA,"","","",NA
"1045","Volker Schulz","DE","no investment advice. The #vssporte portfolio is the ""mostly virtual"" successor to the real #zzporte portfolio.

Also see @portefeuilleart!","2011-12-04 02:43:03",3720,2143,4,FALSE,2020-07-26,"Test often, fast turnaround https://t.co/ZEsG3LXeNr. #SARSCoV2 #COVID19 #coronavirus #pooltesting #pooledtesting","['SARSCoV2', 'COVID19', 'coronavirus', 'pooltesting', 'pooledtesting']","Twitter Web App",FALSE
"1046","Josch im Office@home 😷","DE","Online, obviously.
https://t.co/sGbNRSELb9","2009-08-07 10:42:49",518,639,21154,FALSE,2020-07-26,"Texas nun mit Triage. #COVID19

😔 https://t.co/aL5u3UpvNk","['COVID19']","Twitter for Android",FALSE
"1047","Global Landscapes Forum (GLF)","DE","World's largest knowledge-led platform on sustainable land use.
Connect, share, learn, act.
#ThinkLandscape #GenerationRestoration
@GlobalLF_Esp @GlobalLF_FR","2012-03-30 11:17:54",40027,3753,21830,TRUE,2020-07-26,"Researchers of non-human primates have sounded alarm bells for the risks humans pose for transmitting ","","",NA
"1048","Katharina Hammerschmitt","DE","","",NA,NA,NA,NA,NA,"","","",NA
"1049","Last update: 2020-07-26 04:00 (… https://t.co/jxSt5FlAS0,,Dolar Değişti!,False
Black Panther Party,Berlin","DE","","",NA,NA,NA,NA,NA,"","","",NA
"1050","Dr. Wolfgang H Thome","DE","Publisher of ATCNews, Africa's largest publication of its kind and otherwise flying through life inverted.","2010-04-20 06:38:31",11757,812,45491,FALSE,2020-07-26,"#COVID19
Global overnight developments from 25th to 26th of July 2020
6 pm EAT: 16.031.794 Infections/Deaths 644.32… https://t.co/vaCDHMhs3k","['COVID19']","Twitter Web App",FALSE
"1051","María says: Wash your hands and hold your breath","DE","Curious but cautious/ Behavior, evolution & ethics/ Otters are cute/ https://t.co/u11o1Y5Sec
/ My own opinions; not facts/ 📣 EN & SPA/ #Bogotá #StreetEpistemology","2009-04-15 22:08:35",1177,1192,9892,FALSE,2020-07-26,"Fuck. 

Do not wear disposable crap.

#covid19

(Of course, if you actually need to wear disposable masks you are p… https://t.co/WD2QxgJvpt","['covid19']","Twitter for Android",FALSE
"1052","Fraunhofer IPK","DE","Hier twittert das Team des  Fraunhofer-Instituts für Produktionsanlagen und Konstruktionstechnik IPK. 

Impressum: https://t.co/2JLsdKpd7y","2015-09-10 12:09:32",578,172,1216,FALSE,2020-07-27,"The whole world is waiting for the #Corona #vaccine. Once found and tested, it must immediately be mass-produced. W… https://t.co/EdMrwOSK86","['Corona', 'vaccine']","Twitter Web App",FALSE
"1053","Startuprad.io startup podcast and vlog","DE","German Startups in English | Regular News and Interviews  
YouTube https://t.co/G05xTT2XXT
iTunes https://t.co/vg1KS1aMD1 
Spotify https://t.co/p8Q185e1zh
Patreon https://t.co/XGkLy3EQ0o","2014-10-30 21:17:38",4232,628,3219,FALSE,2020-07-27,"“There are many people on our planet that are hoping things are going to “go back to normal.” The phrase “the new n… https://t.co/wnIrQdZSaQ","","SocialBee.io v2",FALSE
"1054","Bundesinstitut für Arzneimittel u. Medizinprodukte","DE","Unser Ziel: sichere, wirksame Arzneimittel und Medizinprodukte. Hier: Fachinfos zu #Gesundheit #Medizin #Sicherheit #Innovation #Digitalisierung","2016-11-28 14:37:45",5975,804,976,TRUE,2020-07-27,"BfArM is working with colleagues across the ","","",NA
"1055","Jens Rabis","DE","#muttererde #raumschifferde, #motherearth #spaceshipearth, #peace, #transhuman #Transhumanism, #blockchain, #CRISPR, #cryonic, #Metamorphosis #travel Impressum:","2015-11-22 09:20:05",2352,3644,52612,FALSE,2020-07-27,"„'Temporary Basic Income' could slow COVID surge, provide lifeline for world’s poorest“ https://t.co/hutvvO0uk9… https://t.co/8Om0Dz9GaC","","Twitter for iPhone",FALSE
"1056","CHEManager International","DE","Wiley’s leading media brand providing first-hand information on the global chemical, life science and process industries.  https://t.co/xh8S6IJnaB","2010-01-14 07:42:26",3354,1194,464,FALSE,2020-07-27,".@CatalentPharma and @humanigen expand their work on Lenzilumab. Lenzilumab is the ","","",NA
"1057","Rami Alkubaty","DE","Hi there! This is a Twitter account of #Tech guy.  Tweeting about a lot of stuff from #technology to #politics RT = 95% Endorsement, 5% (no idea why)","2020-03-27 13:53:47",27,477,239,FALSE,2020-07-27,"The 4 Covid-19 vaccines that are closest to becoming a reality
https://t.co/UWDkbMOTss
#coronavirus #covid19","['coronavirus', 'covid19']","Twitter for Android",FALSE
"1058","Dr Mark D. Scherz","DE","Evolutionary Biologist, Systematist/Taxonomist, Herpetologist • Cichlid Fish • Reptiles and Amphibians of Madagascar. Co-host of @SquaMatesPod https://t.co/8sl8oRfGqs","2009-03-09 23:15:32",6754,2102,13072,FALSE,2020-07-27,"As of yesterday, Madagascar has 9295 #COVID19 cases. There are not more than a handful of hospitals equipped to dea… https://t.co/qkdrYSUPpZ","['COVID19']","Twitter for iPhone",FALSE
"1059","Solve-RD","DE","Solve-RD is a H2020 funded flagship EU project. We will solve large numbers of rare diseases, for which a  molecular cause is not known yet.","2018-03-26 11:39:47",724,232,715,FALSE,2020-07-27,"Important genetic discovery by @Solve_RD partner @ahoischen and colleagues from @radboudumc - now out in… https://t.co/1bNvzCY9D4","","Twitter Web App",FALSE
"1060","Dr. ir Johannes Drooghaag (JD)","DE","Proud Dad ° CEO of Spearhead Management @Spearheadman https://t.co/Bl2EuWOwed ° Content creator at ","",NA,NA,NA,NA,NA,"","","",NA
"1061","Analyze Genomes","DE","https://t.co/755Iw7Hf2J provides a steadily growing toolbox of data processing and analysis services enabling precision medicine.","2017-03-20 13:13:19",131,9,55,FALSE,2020-07-27,"#nCoVstats @HPI_DE daily #COVID19 report: Worldwide infections reached almost 16.2M, about 215k new in the past 24h… https://t.co/JYe3JTVEnx","['nCoVstats', 'COVID19']","Twitter for iPhone",FALSE
"1062","WISIONS","DE","We empower individuals and communities to transform the production and use of energy so that it enables #SustainableDevelopment.

An initiative of @wupperinst","2016-11-28 13:05:17",273,371,770,FALSE,2020-07-27,"Check out the latest edition of #TheFlow, the newsletter of our partner practitioner network HPNET. 💦⚡️🌱

This issu… https://t.co/bZP0nhftTi","['TheFlow']","Twitter Web App",FALSE
"1063","Björn Brücher","DE","4open Editor-in-Chief https://t.co/tmHJZOKuEn

RG https://t.co/QsNDTlZ7Lj

Carcinogenesis https://t.co/mxVG5IC7go

LN https://t.co/ZJYWpJdckb

THEODOR-BILLROTH-ACADEMY Web Group https://t.co/dbu599nJ0S","2012-05-07 21:34:14",804,760,7884,FALSE,2020-07-27,"Randomized Trial of #HCQ as Postexposure Prophylaxis for #COVID19

#hydroxychloroquine did not prevent illness comp… https://t.co/IZPTbVt7VQ","['HCQ', 'COVID19', 'hydroxychloroquine']","Twitter for Android",FALSE
"1064","Black Panther Party","DE","Keeping the legacy alive and the facts intact. Remember what justice means.","2009-12-06 11:28:40",2336,6,35,FALSE,2020-07-27,"Seven Artists and Curators Reveal a Cherished, Overlooked Black Artist
https://t.co/1X3TeaVx1P

#JusticeForAll… https://t.co/mMIVWDL8bu","['JusticeForAll']","Hootsuite Inc.",FALSE
"1065","Dana Tkotsch","DE","","2015-03-05 07:43:48",27,103,121,FALSE,2020-07-27,"AsiaBriefing: #Covid19 updates: Chinese cinemas reopened earlier this week in low-risk areas, with clear social dis… https://t.co/XQnJkksa2w","['Covid19']","IFTTT",FALSE
"1066","Dr. Wolfgang H Thome","DE","Publisher of ATCNews, Africa's largest publication of its kind and otherwise flying through life inverted.","2010-04-20 06:38:31",11759,812,45496,FALSE,2020-07-27,"#COVID19
Global overnight developments from 26th to 27th of July 2020
6 pm EAT: 16.285.278 Infections/Deaths 649.84… https://t.co/Kcx1fsIUyU","['COVID19']","Twitter Web App",FALSE
"1067","Ruptly","DE","International video news agency. https://t.co/Yp5ODY7dEk","2012-11-08 12:31:00",113553,548,1433,TRUE,2020-07-27,"Archbishop of ","","",NA
"1068","Black Panther Party","DE","Keeping the legacy alive and the facts intact. Remember what justice means.","2009-12-06 11:28:40",2336,6,35,FALSE,2020-07-27,"HBCU names building after president who resurrected the school
https://t.co/LeHMgDyOkj
#JusticeForAll… https://t.co/fEeTfEqInO","['JusticeForAll']","Hootsuite Inc.",FALSE
"1069","Germany Stands With Hong Kong","DE","FB: Germanyswhk • Telegram event: GermanyStandsWithHongKong • TG news: dehknews • YouTube: wirfürhongkong • enquiry: germanystandswithhk@gmail.com","2019-09-03 18:26:37",4169,670,5966,FALSE,2020-07-28,"“Officials in Wuhan removed crucial evidence from a seafood market thought to be at the centre of the Covid-19 pand… https://t.co/rhzf6gDtA7","","Twitter for iPhone",FALSE
"1070","Analyze Genomes","DE","https://t.co/755Iw7Hf2J provides a steadily growing toolbox of data processing and analysis services enabling precision medicine.","2017-03-20 13:13:19",131,9,55,FALSE,2020-07-28,"#nCoVStats @HPI_DE daily #COVID19 report: Worldwide case numbers reached 16.4M, i.e. about 2.4M new cases in the pa… https://t.co/kEYFONFWSP","['nCoVStats', 'COVID19']","Twitter Web App",FALSE
"1071","Philipp Kloeckner","DE","Angel Investor, Search Engine Expert, Advisor to $RKET, $KKR, et alii, Ex @trademachines, @idealo_de, @ladenzeile // Google, SEO, Digital Marketing & Markets","2009-06-04 09:53:12",6592,2337,4920,TRUE,2020-07-28,"@seokai Growing tension with CN (could sell off US dept) but also general lack of security and dark outlook due to… https://t.co/oUtA9G0hRg","","TweetDeck",FALSE
"1072","Simon Czapla","DE","I create therefore I am. Artist based in #Berlin. Painting is my way of communicating. Trust me, I like to talk. 🎨 #art","2020-07-24 14:20:27",6,57,89,FALSE,2020-07-28,"Good morning! ☀️ Fancy a nice read with your morning #coffee?

https://t.co/cS80LsoK2o

Thank you @bluMag for inter… https://t.co/CNDv2k9x2f","['coffee']","Twitter for iPhone",FALSE
"1073","cybersettler","DE","Software developer, Sci-Fi lover, video games addict, space enterprise advocate. Embracing science, nature and technology.","2017-04-08 10:02:12",40,445,2321,FALSE,2020-07-28,"When people are being forced to work and to go to school, physical distancing and face masks are the last barriers… https://t.co/SXMmOsJh0Q","","Twitter Web App",FALSE
"1074","Michel Doepke","DE","#Börse #Biotech #Pharma #Tech #Tenbagger #Hydrogen #Cannabis #Ver10facher Redakteur bei @aktionaer -- hier privat unterwegs, keine Handelsempfehlungen --","2016-10-10 17:23:10",1278,420,1233,FALSE,2020-07-28,"$BNTX and $PFE entered Phase 2/3 - they choose BNT162b2 prime/boost vaccine. ","","",NA
"1075","Global Landscapes Forum (GLF)","DE","World's largest knowledge-led platform on sustainable land use.
Connect, share, learn, act.
#ThinkLandscape #GenerationRestoration
@GlobalLF_Esp @GlobalLF_FR","2012-03-30 11:17:54",40082,3753,21839,TRUE,2020-07-28,"Forest and farm producer organizations comprise demographics that crises hit the hardest, including women, Indigeno… https://t.co/4308Yol2b3","","Hootsuite Inc.",FALSE
"1076","Bej_Des🌻","DE","Nachhaltigkeit, Erneuerbare Energien, DIY, Mutter und Großmutter, fast null CO2 Abdruck *317 ppm","2018-05-29 17:06:38",267,421,18778,FALSE,2020-07-28,"@RealVladivostok @BillyBostickson Yes, ThermoGenesis started developing an antibody test for SARS-CoV-2 / #COVID19… https://t.co/MrBm7Sr3Hg","['COVID19']","Twitter for Android",FALSE
"1077","Lue Stahm","DE","Autor/Author 
Welten(R)Evolutionen9.0 / Worlds(R)Evolutions9.0 
Freedom, Peace, Individuality, Prosperity, Environment, Animals...
https://t.co/BSZT1uJdpj","2012-12-18 14:32:52",9698,9308,2179,FALSE,2020-07-28,"Convinced that there's massive manipulation misinformation.. going on with ","","",NA
"1078","Fabian Keller","DE","Software engineer helping companies succeed in moving to the cloud. ","",NA,NA,NA,NA,NA,"","","",NA
"1079","Ssekandi Ronald Ssegujja","DE","A lawyer, writer and Pan Africanist. I am fun when I mean to, serious when at work. Try me.","2013-01-12 06:59:43",1226,2006,4264,FALSE,2020-07-28,"There is a disturbing trend liking countries most ""hit"" with #COVID19 and BrentonWoods Institutions financing. IMF,… https://t.co/AkTzuPRPbb","['COVID19']","Twitter for Android",FALSE
"1080","F I R E B O R N 🎶🔥🐯","DE","","",NA,NA,NA,NA,NA,"","","",NA
"1081","Black Lions","DE","@postevoice is Twitter account of all Black Lions under the Sun every Black Lion has access to and can Tweet through this account. .....","2016-05-09 21:04:16",17,59,151,FALSE,2020-07-28,"@cnni They killed Him..
Having treated the so called #coronavirus #China virus without #COVID19 vaccine,  they kill… https://t.co/51dEWxrbHx","['coronavirus', 'China', 'COVID19']","Twitter for Android",FALSE
"1082","Daniel @ WiD?","DE","Host of the WiD? Cast. Paranormal Talk Radio made in Germany","2009-06-14 08:03:55",378,492,3168,FALSE,2020-07-28,"Episode 46 - w/ @davidicke is now available on all the ","","",NA
"1083","MJPD","DE","Working in politics. Interested in artificial intelligence, predictive analytics, blockchain and a believer of cooperative multilateralism. Like hiking.","2016-12-10 17:47:38",49,222,1003,FALSE,2020-07-28,"@NcsVentures That’s why those people should use @datametrex South Korean ","","",NA
"1084","Heinrich Fritzlar","DE","Curious, adventurer: #Insuretech #DigitalMarketing,#WomaninTech, #GrowthMindset, creating the New and learning 🆗","2009-05-26 20:52:21",1024,1351,1559,FALSE,2020-07-28,"Strong Position @nuernberger 
Taking advantage from #disruption caused by #COVID19 - to improve #futureofwork https://t.co/IggQltF6yf","['disruption', 'COVID19', 'futureofwork']","Twitter for iPhone",FALSE
"1085","AZ Beobachter","DE","https://t.co/15dFdTEFCA","2017-02-17 11:02:39",653,1163,14330,FALSE,2020-07-28,"@BreitbartNews @realDonaldTrump To restore Law &amp; Order is a imaginary field of action of President Impersonator dum… https://t.co/DVnTMMBGvo","","Twitter for iPad",FALSE
"1086","Ruptly","DE","International video news agency. https://t.co/Yp5ODY7dEk","2012-11-08 12:31:00",113888,548,1433,TRUE,2020-07-28,"'We are doing well on ","","",NA
"1087","Gedanken","DE","Politik,Fussball alles mit Humor auch mal mit Ironie","2011-12-30 11:28:55",378,330,2550,FALSE,2020-07-28,"","","",NA
"1088","KION Group","DE","The #KION Group is a global leader in industrial trucks, related services and supply chain solutions. It is represented by its eight brand companies.","2014-07-14 19:35:55",1703,351,469,FALSE,2020-07-28,"During the #COVID19 pandemic, the growth in online shopping has been exponential, generating more returns. The cost… https://t.co/1dHM975YgF","['COVID19']","SocialHub by maloon",FALSE
"1089","SAP Mill & Mining","DE","#SAP #MillProducts #mining (metals, forest products, paper, packaging, building materials) | SAP privacy statement for followers: https://t.co/JRq4xVCJA4","2012-07-20 13:11:06",11436,8472,1029,FALSE,2020-07-28,"Keeping up with production and delivering what’s needed during ","","",NA
"1090","Dr. Wolfgang H Thome","DE","Publisher of ATCNews, Africa's largest publication of its kind and otherwise flying through life inverted.","2010-04-20 06:38:31",11760,812,45506,FALSE,2020-07-28,"#COVID19
Global overnight developments from 27th to 28th of July 2020
6 pm EAT: 16.492.814 Infections/Deaths 653.42… https://t.co/MFNa8GYlTx","['COVID19']","Twitter Web App",FALSE
"1091","thousandwatts™","DE","Time flies like an arrow; fruit flies like a banana.
a deguello por MAGAts. Native Texan. Humor, Curse, Live.
#resist 
Connecting the dots from Reagan to Trump.","2008-10-22 01:03:21",2912,4535,32096,FALSE,2020-07-28,"@Acyn Fuck this- get the lawn blowers. 
They want a fight, we'll give 'em a blow job they won't forget.… https://t.co/ioxxWSw7O4","","Twitter for Android",FALSE
"1092","Loukia Richards","DE","Athenian. Artist. Curator.","2014-06-01 13:40:48",263,201,9577,FALSE,2020-07-29,"SMCK Magazine ","","",NA
"1093","yStats.com","DE","http://t.co/7v60GbQbBH is a specialist for Business Intelligence on global E-Commerce, M-Commerce and Online Payment markets","2010-04-21 09:51:02",1272,2443,358,FALSE,2020-07-29,"New #blog post by https://t.co/89kups7P46: 
#B2B E-Commerce Adoption Rises Amid The #Pandemic: The share of B2B com… https://t.co/HlBuy4PJDG","['blog', 'B2B', 'Pandemic']","Twitter Web App",FALSE
"1094","Work with Perpetrators European Network","DE","","2017-11-20 11:46:54",287,371,940,FALSE,2020-07-29,"In case you missed it, recordings from our virtual mini-conference on ""Perpetrator Work during COVID-19"" are now on… https://t.co/tNWM8D9gPS","","Buffer",FALSE
"1095","George Caputa","DE","editor @NatMetabolism | nerdy | queer | they/m","2019-06-14 14:43:13",482,587,2551,FALSE,2020-07-29,"Even after 7 months, there are still many unanswered questions about how host and cellular metabolism influences… https://t.co/e3lguks0hQ","","TweetDeck",FALSE
"1096","Kai Kupferschmidt","DE","science journalist. molecular biologist. curious. Contributing Correspondent at @sciencemagazine, reporting on #covid19. Interested in all things #blue","2009-06-08 15:17:36",85860,1482,6564,TRUE,2020-07-30,"Another day with more than a quarter million new #covid19 cases reported to @WHO.
Also almost 6000 deaths reported… https://t.co/TPOfBqBuY1","['covid19']","Twitter for iPhone",FALSE
"1097","Helmut von boode","DE","there can only be one God therefore  your God Is my God","2019-06-28 16:19:57",20,114,637,FALSE,2020-07-31,"american idiot
#COVID19 #coronavirus #TheRealDonaldTrump 
#2020Elections 
Green Day - American Idiot [OFFICIAL VIDE… https://t.co/WhsDPu6P63","['COVID19', 'coronavirus', 'TheRealDonaldTrump', '2020Elections']","Twitter Web App",FALSE
"1098","Amr Magdi","DE","#Egyptian researcher & writer. Focus on #Middle_East, #human_rights. Views are mine. Currently working for Human Rights Watch @HRW #Freedom #Secularism #علمانية","2007-08-20 23:57:01",19082,983,7008,TRUE,2020-07-31,"The latest The Ganobi Daily! https://t.co/hSm3bRLX1a Thanks to @NatashaTynes ","","",NA
"1099","Kai Kupferschmidt","DE","science journalist. molecular biologist. curious. Contributing Correspondent at @sciencemagazine, reporting on #covid19. Interested in all things #blue","2009-06-08 15:17:36",85908,1482,6565,TRUE,2020-07-31,"Another sad #covid19 record today globally:
292,527 new cases reported to @WHO in 24 hours. That’s more than 3 new… https://t.co/KKpJqJfXmX","['covid19']","Twitter for iPhone",FALSE
"1100","Hartmut Herrmann","DE","Atmospheric Chemistry Prof. & Dept Head , Physical chemist @TROPOS_eu, #PM, #Airquality, #multiphasechemistry, #Atmosphere, #Airpollution #Climate","2018-02-23 18:46:26",565,319,3951,FALSE,2020-07-31,"A total of three important articles of #SARS_CoV_2 in the air. The one by @linseymarr mentioned earlier, then: If i… https://t.co/Akb4VZZMhr","['SARS_CoV_2']","Twitter Web App",FALSE
"1101","DW News","DE","Journalism that's ","",NA,NA,NA,NA,NA,"","","",NA
"1102","Power BI Guy","DE","All things #PowerBI. Many things #PowerAutomate.

Data Analyst and general nerd stuff.","2017-08-22 23:27:16",2181,311,2140,FALSE,2020-07-31,"The German government is concerned about the rising ","","",NA
"1103","ITL TUHH","DE","Official Twitter account of the Institute for Technical Logistics of the Hamburg University of Technology.

#research #supplychain #engineering #logistics @TUHH","2016-08-06 15:45:37",298,543,307,FALSE,2020-07-31,"Number of the day @WSJLogistics $13.65 Billion @amazon world-wide #shipping costs in the second quarter, 68% more t… https://t.co/0xVtZw0tik","['shipping']","TweetDeck",FALSE
"1104","Martin Campbell","DE","European","2009-02-05 21:01:04",1326,1724,9380,FALSE,2020-07-31,"Quite a few Muslims celebrating #Eid in the park today, but in spaced-out small family groups. Once again, #Germany… https://t.co/pucOQkkFOS","['Eid', 'Germany']","Fenix 2",FALSE
"1105","marqs","DE","Tweeting about everything i want. No expert, just an interested guy. RTs and Favorites are no endorsements.","2010-07-29 12:39:07",5615,101,2626,FALSE,2020-07-31,"3092 new ","","",NA
"1106","ipbes","DE","Intergovernmental Platform on Biodiversity and Ecosystem Services (IPBES) RT & MT ≠ endorsements. Denialism, trolling or profanity will probably get you banned.","2010-05-04 17:59:41",56873,10041,32599,TRUE,2020-07-31,"'Reducing deforestation &amp; exploitation of #biodiversity are 1st steps to break chain of disease emergence'

'Our cu… https://t.co/ZM9FtVG22d","['biodiversity']","TweetDeck",FALSE
"1107","Christopher Forst","DE","FES Representative for Belarus and Director of Regional FES Office Dialogue Eastern Europe. (Private Account)","2018-11-26 10:20:55",177,433,232,FALSE,2020-08-01,"Swedes, Belarusians and British are now allowed to enter Ukraine without mandatory quarantine. Germans, Poles, Aust… https://t.co/QGSOgQPNk9","","Twitter for Android",FALSE
"1108","Thomas Kupka [fin]","DE","Legal theorist trying to play the financial markets. Tweeting my progress & misapprehensions here; and a bit (philosophical) Semantics.","2016-12-31 08:42:39",87,262,0,FALSE,2020-08-01,"Exhibit C02:
What idiots these @GOP folks are: Why not try bleach?:
https://t.co/8Pe3oMkrFm
(was tempted to put it… https://t.co/IezpNUPvap","","Twitter for Android",FALSE
"1109","JP","DE","Wannabe designer. Sherlockian. Arwelite. GatissAnbeterin. Introvert. Born in Poland, living in Germany. Owner of Sherlock's Cellar https://t.co/7AGSmXhwh9","2015-03-21 17:43:55",165,183,19281,FALSE,2020-08-01,"If you think the death rate is the only problem with ","","",NA
"1110","DHL Supply Chain","DE","We deliver sustainable competitive advantage to customers in every sector with comprehensive solutions drawing both from our global scale & deep local expertise","2009-12-22 18:16:03",25531,4119,1240,TRUE,2020-08-01,"","","",NA
"1111","Erik Hansson 🇸🇪","DE","German-Swedish translator (SFÖ, DVÜD) #xl8. Keynote speaker. Supports German companies to succeed in Sweden. Social media freak & founder TTNS https://t.co/ApLzekCcoW","2009-04-03 19:58:32",12293,10557,27565,FALSE,2020-08-01,"My ","","",NA
"1112","Jeff Ingram","DE","leader, entrepreneur, sports lover, pastor, teacher, husband, dad—starting new church in Dresden—FeG Dresden-Süd","2013-04-20 15:16:14",150,55,3610,FALSE,2020-08-01,"Obviously some Berliners are sick &amp; tired if ","","",NA
"1113","Lukas Schmelzeisen","DE","PhD student at @WeST_Ko. #MachineLearning, #NaturalLanguageProcessing, and #SemanticWeb. Open to internships in research and industry internationally.","2009-12-23 14:08:31",92,157,161,FALSE,2020-08-01,"Happy, to finally be able to share my collection of Tweets relevant to the #COVID19 : https://t.co/mpnuJ8pMEc

Crea… https://t.co/SrkQGjJHRo","['COVID19']","Twitter Web App",FALSE
"1114","tlcoles","DE","Uppity black American leftist abroad. Copywriter, editor for hire.","2008-11-05 12:39:20",686,1022,20363,FALSE,2020-08-01,"Thread on the many choices of the GOP/Trump administration that have resulted in over 155,000 #covid19 American dea… https://t.co/9lheSpQ5MW","['covid19']","Tweetbot for iΟS",FALSE
"1115","Jakub Jaraczewski","DE","Legal Officer at @DemocracyR Previously Researcher at @uam_poznan Mostly #ruleoflaw, #humanrights, #democracy, sometimes #nerd. Usual disclaimers apply.","2008-11-23 00:16:07",530,994,1803,FALSE,2020-08-01,"Polish senator Jan Libicki (PSL aka the Agrarian Party) has tested positive for ","","",NA
"1116","The_Gentleman_Scientist","DE","Biologist. Fledgeling Science and Gameplay Streamer @Twitch. https://t.co/2n6930nsAU. Stay a while and listen. 
Eng|Ger.","2018-08-20 15:01:31",33,86,2039,FALSE,2020-08-01,"Good evening, dear friends! I'm live on #twitchtv with my [Ger/Eng] #COVID-19 update | !english !deutsch !teatime… https://t.co/Us7VLFiWwC","['twitchtv', 'COVID']","Streamlabs Twitter",FALSE
"1117","Social Media Policy: https://t.co/HlF66XlTyt,2009-03-27 19:59:14,8628,235,552,True,2020-08-01 17:38:18,PBC Mayor Dave Kerner and other officials will provide an update on Hurricane Isaias and COVID-19  4:00 PM today.… https://t.co/WhPdW72Cc5,,Hootsuite Inc.,False
The Sustainable Culture Lab,Washington","DE"," despite ","",NA,NA,NA,NA,NA,"","","",NA
"1118","dr. edna bonhomme","DE","Black feminist & writer | History of Science PhD from @Princeton | Fellow @MPIWG | bylines in @thenation @thebafflermag @AJEnglish | Host @decinaction podcast","2010-10-06 17:16:04",4692,1415,12698,FALSE,2020-08-01,"Athough Germany has an increase of new #COVID19 cases, Germans marched in #Berlin for a “Day of Freedom” w/ conspir… https://t.co/dFeJZBlij3","['COVID19', 'Berlin']","Twitter Web App",FALSE
"1119","jZoom","DE","","2016-04-03 11:18:24",20,56,182,FALSE,2020-08-01,"Every day another ","","",NA
"1120","Editorial office D+C","DE","D+C Development and Cooperation is a webmagazine and bi-monthly print magazine on development and international cooperation.
Imprint: https://t.co/HPlaF6clGz","2010-01-20 11:02:33",10837,2138,268,FALSE,2020-08-01,"Chile’s teachers give low grades for the early results of online classes for schoolchildren… https://t.co/lSGpPfLgU6","","Hootsuite Inc.",FALSE
"1121","Katri Bertram","DE","Founder of Partners for Impact (PFI). Advocate for ","",NA,NA,NA,NA,NA,"","","",NA
"1122","Katri Bertram","DE","Founder of Partners for Impact (PFI). Advocate for ","",NA,NA,NA,NA,NA,"","","",NA
"1123","Anna Durbanova","DE","","",NA,NA,NA,NA,NA,"","","",NA
"1124","Dr. ir Johannes Drooghaag (JD)","DE","Proud Dad ° CEO of Spearhead Management @Spearheadman https://t.co/Bl2EuWOwed ° Content creator at ","",NA,NA,NA,NA,NA,"","","",NA
