"","user_name","user_location","date","text"
"5578","Malvern College","UK",2020-08-13,"Back to School (Update 3) 🎒

We are looking forward to welcoming all of our pupils back to the College in September… https://t.co/EMQ4u08VMZ"
"5579","Nik Darlington","UK",2020-08-13,"@timcarlisle01 @BinTwoPadstow @HaywardBros @WineMerchantMag @dnkrbywine @ruthspivey_ @liberty_wines Obviously the p… https://t.co/vZDE0q637j"
"5580","Clinical Practice Research Datalink","UK",2020-08-13,"CPRD synthetic datasets to assist important #COVID19 &amp; #cardiovascular research are now available, thanks to fundin… https://t.co/Y1D7Q2WE2A"
"5581","Ballymore Disgruntled","UK",2020-08-13,"@Homeviews_com @ballymore Avoid "
"5582","HCSA","UK",2020-08-13,".@HCSAprocurement is deeply aware of the tremendous work of members during the "
"5583","National Centre for Atmospheric Science","UK",2020-08-13,"New study shows a smaller impact of air pollution on UK "
"5584","CICV Forum","UK",2020-08-13,"🎥 Let’s get behind the people involved in rebuilding #Scotland! 🏗 🚧 

#RebuildingScotland #COVID19 #construction https://t.co/UkDZtHBiVx"
"5585","HCSA - the hospital doctors' union","UK",2020-08-13,"Back in May, HCSA publicly supported @MPS_Medical call for extra legal protection for doctors dealing with #COVID19… https://t.co/ErUuhIn58h"
"5586","Stellium Services","UK",2020-08-13,"An interesting article highlighting the  importance of Agtech in modernising agriculture.

""By the end of 2020, the… https://t.co/olkXoiNL6V"
"5587","AssessNET by RISKEX","UK",2020-08-13,"Safe2Day from Riskex helps address employees “return to work” concerns regarding keeping their families safe… https://t.co/KAWqTOZyAI"
"5588","Antony Peyton","UK",2020-08-13,"Zurich Insurance has felt the financial impacts of "
"5589","Transport for the North","UK",2020-08-13,"We have launched the £5bn #NorthernInfrastructurePipeline – a 30-year #investment plan across #rail, #road,… https://t.co/TwxX4DES1t"
"5590","Microbiology Expo 2020","UK",2020-08-13,"Join the discussion on #Antimicrobial Agents &amp; Resistance in the #Webinar on #Microbiology and Clinical #Research,… https://t.co/BtZB4lMZxH"
"5591","SMEs News","UK",2020-08-13,"https://t.co/DYpMW1baA2 has launched 🚀 their Ethical, Green and Sustainability online shop. Go have a look -… https://t.co/lbeloNxfRU"
"5592","Leicestershire CC","UK",2020-08-13,"It's best to avoid car sharing with people from different households during "
"5593","Geoff Ponter","UK",2020-08-13,"@BBCHughPym @tomwilliams1974 I doubt it! Our doctors aren't stupid and they're the ones signing the death certifica… https://t.co/kxs0Iltii5"
"5594","UK CTMA","UK",2020-08-13,"How guilty is "
"5595","Womble Bond Dickinson (UK) LLP","UK",2020-08-13,"As a matter of duty, should employers take action under health and safety legislation to guard against the risk of… https://t.co/QtwJY6pZR2"
"5596","Gerflor UK & Ireland","UK",2020-08-13,"Gerflor vinyl’s provide unrivalled levels of stain and chemical resistance. 

For a full list of chemicals and test… https://t.co/br6PbGi0LQ"
"5597","Scott Foley Coaching","UK",2020-08-13,"Just when you were planning a #careerchange, #Covid19 happens. #Furlough then #redundancy . You feel you can't move… https://t.co/EFc6iVQtgC"
"5598","The Round Table","UK",2020-08-13,"Summer catch-up: Lessons for the future - "
"5599","NeonTuna","UK",2020-08-13,"Let people know your feelings when "
"5600","Dying Matters","UK",2020-08-13,"#Millennials far more likely to want physical contact when #grieving than any other age group, so how is this 'nati… https://t.co/SVhSMLpPwY"
"5601","Universities UK International","UK",2020-08-13,"Find the latest updates and interactive resources on how "
"5602","Bolton GP Federation","UK",2020-08-13,"Coronavirus: England's contact-tracing app gets green light for trial
https://t.co/3owNWXNIOi 
#COVID19 #ContactTracing"
"5603","mssocietyuk","UK",2020-08-13,"Has your work been affected by the #COVID19 pandemic? 

Join our Information Webinar - Employment and MS, with Stev… https://t.co/lDVtZhcXRk"
"5604","Lewis Stringer","UK",2020-08-13,"Delighted to see that 413 "
"5605","SDP Scotland","UK",2020-08-13,"Buyer Announced: @PerthandKinross will exhibit at the "
"5606","Stylist Magazine","UK",2020-08-13,"Sometimes it takes something like a pandemic for us all to realise what’s important. https://t.co/xM9TNCbXC8… https://t.co/AXTXlWDV1D"
"5607","WDC Ranger Service","UK",2020-08-13,"Things are evolving with #COVID19 , but let's remember the basics. Cover a cough or sneeze with a tissue and bin it… https://t.co/KiCPNTNmFd"
"5608","Anna Black","UK",2020-08-13,"Great to hear about behind the scenes work @P_H_S_Official @angela_phs in response to "
"5609","James","UK",2020-08-13,"What are they basing the so called %
#unemployment rate on? Somewhere between 7.5 - 10% Between current, ex colleag… https://t.co/JjjWRva8sF"
"5610","CfSocialScience","UK",2020-08-13,"NEW POST! John Curtice @NatCen @UKandEU @UniStrathclyde explores the impact of "
"5611","Squirrels&Bears","UK",2020-08-13,"Great article from Gopal Iyer of @4CAssociates sharing how to prepare your supply chain from a "
"5612","Lewis Stringer","UK",2020-08-13,"Delighted to see that 11,355 #businesses in #Bedford #Bedfordshire #Luton have been supported by #BounceBackLoans t… https://t.co/vkhbSU65LO"
"5613","European Rubber Journal","UK",2020-08-13,"Hartalega adding rubber gloves capacity as Covid drives demand
https://t.co/fg2SpgrNWY
#rubber #COVID19 #RubberGloves"
"5614","Crete Escapes","UK",2020-08-13,"While Monday saw Greece record it's biggest daily rise in Coronavirus infections it's been revealed none of these c… https://t.co/dnRyZ372Ok"
"5615","Marian Gladstone","UK",2020-08-13,"#COVID19 Ah yes, but this an obvious attempt to soften indisputable fact that #UK holds a world beating record for… https://t.co/fXoEtcZyEA"
"5616","European Rubber Journal","UK",2020-08-13,"Synthomer's elastomers unit down despite nitrile latex pick-up
https://t.co/wyVoPql6Go
@Synthomer_Group #elastomers… https://t.co/3kuE06wUeb"
"5617","Ben Page, Ipsos MORI","UK",2020-08-13,"More details of our latest research for govt with Imperial - it shows Black(17%)  and Asian (12%) people far more l… https://t.co/hBIODUIq3u"
"5618","railadvent","UK",2020-08-13,"Network Rail volunteers help COVID-19 response in Cambridgeshire and Peterborough https://t.co/BwQaLdElsZ… https://t.co/DjwLovvyjJ"
"5619","Cliff Redvers","UK",2020-08-13,"""In addition to screening all meat and seafood containers coming into major ports in recent months."" Big demand if… https://t.co/Bh1WXyyxQd"
"5620","Food & Drink Wales Industry Board","UK",2020-08-13,"The UK Government has brought in new legislation to ensure furloughed employees will receive full redundancy paymen… https://t.co/WDnjtBWkQe"
"5621","Jon Andrews","UK",2020-08-13,"Building value after "
"5622","Pathfields Practice","UK",2020-08-13,"The #NHSApp allows you to check your symptoms, book appointments and order repeat prescriptions whilst self isolati… https://t.co/zZ8BTHtncY"
"5623","ALIGN Gender Norms Platform","UK",2020-08-13,"Large scale shocks, such as the #covid19 pandemic can have significant negative impacts on #genderequality, but som… https://t.co/Zf2fyiPJNJ"
"5624","IsabelleL","UK",2020-08-13,"Masks can reduce the inequitable impact of #COVID19 , particularly for those who live in crowded environments where… https://t.co/3OcnyiOg5i"
"5625","FaraRobotics","UK",2020-08-13,"Disinfection drone used for sanitising streets and outdoors in Colombia. 
#Drones #SanitationDrone #COVID19 https://t.co/Fc34da0Yim"
"5626","Peartree Heybridge","UK",2020-08-13,"One of our new designs from the very popular Camilla &amp; Rose range of greetings cards "
"5627","Sophie Dodgeon","UK",2020-08-13,"Late to this, but what an excellent report from @GeneticAll_UK setting out the impact of #Covid19 on people and fam… https://t.co/RmOQdkUzuo"
"5628","MRS","UK",2020-08-13,"Hot topic on the agenda right now. @KatieMcQuater discusses the difference between "
"5629","VladO","UK",2020-08-13,"great article on how this "
"5630","Catherine Greaves","UK",2020-08-13,"@BWDDPH @blackburndarwen @ADPHUK May be helpful to remind people what is meant by a 'close contact' of a confirmed… https://t.co/C4t0aDH8HY"
"5631","Amrita","UK",2020-08-13,"This is what happens when  you go out thinking Covid is not a threat  "
"5632","Community Action","UK",2020-08-13,"The @TNLComFund is recognising organisations that have stepped up and made a difference during the "
"5633","ACORN Brighton: Community Union","UK",2020-08-13,"🚫 NO #COVID19 EVICTIONS 🚫

⏰ Join us in 2 weeks ⏰
Find out how you can get involved in our people powered movement🚩… https://t.co/ATCBBtPZbH"
"5634","Katherine Broomfield","UK",2020-08-13,"Latest blog post: my project recovery plan. How I have adapted to using "
"5635","Thawfeek Varusai","UK",2020-08-13,"Is "
"5636","Dr Ben King 🌏","UK",2020-08-13,"Amongst the grades fiasco, thank you @BristolUni for giving my daughter her well-deserved place. Proud dad  🤓

Sorr… https://t.co/pIs8wsZ6ac"
"5637","Becky Ricketts","UK",2020-08-13,"Congratulations to vocational students receiving results today!

Vocational students were among the most affected b… https://t.co/P5eklfIB7C"
"5638","CHEX","UK",2020-08-13,"This Equalities and Human Rights Committee survey is to find out the impact the "
"5639","Indigo Healthcare","UK",2020-08-13,"A shocking 1-in-4 adults' "
"5640","Solihull Council","UK",2020-08-13,"#HandWashing still plays a key role in protecting yourself &amp; others from #COVID19
 
➡️ #WashYourHands more often
➡️… https://t.co/Zk5imzP2ty"
"5641","Anxiety_Sugar 🌙","UK",2020-08-13,"Why is it a valid statement for some people to say ""I can't breathe"" when you're being told to wear a face mask to… https://t.co/I8XibXq4rC"
"5642","social-experts","UK",2020-08-13,"As the joke says “If you want to go there I would not start from here…” https://t.co/qovA5U7Iwl by @AGsocialMedia v… https://t.co/cGdb7v8iOh"
"5643","kerry Hooper🌹","UK",2020-08-13,"Ohh Dan Hodges, how fucking wrong you are!

The public dont think Boris &amp; co have done a good job, given the circum… https://t.co/X4iRJb3vEX"
"5644","NHS B'ham & Solihull CCG","UK",2020-08-13,"You must now self-isolate for 10 days if you:

▶️ Have symptoms of #COVID19
▶️ Receive a positive test result

Peop… https://t.co/lCejEafZz2"
"5645","TAZ 👩🏻‍⚕️🎓🇬🇧🚨🤦🏻‍♀️💉🦠💊🌡🧪🙏🏻🇬🇧","UK",2020-08-13,"Follow instructions 👇🏼Thank you. "
"5646","8020 Communications","UK",2020-08-13,"Could car club schemes provide the answer to post "
"5647","The Recycler","UK",2020-08-13,"New post: Fujifilm announces first quarter results - https://t.co/nx8HQBKYMk "
"5648","AccountingWEB.co.uk","UK",2020-08-13,"@alexmfalcon from @SFAccy reviews @Fluidly’s process for transferring over clients and setting up, provides a few a… https://t.co/VJqfQdG2Wp"
"5649","Jolliffe Cork","UK",2020-08-13,"🔥 10 coronavirus scams to be wary of. UK Finance urges people to be on their guard. https://t.co/Vhz1SGDYNf… https://t.co/38Hc4JdxkA"
"5650","Ballymore Disgruntled","UK",2020-08-13,"@ballymore "
"5651","Sally Forsstrom","UK",2020-08-13,"@TheAusInstitute @CHaythorpeAEU This is the "
"5652","Steve Appleton FRSA - Contact Consulting","UK",2020-08-13,"#primarycare networks (#PCNs) must not be forced to wait until 2021 to recruit #mentalhealth staff, #GPs have warne… https://t.co/e7YeSUMSpL"
"5653","David Wright 🏳️‍🌈🇪🇺","UK",2020-08-13,"I'm not going to defend this government in its handling of the epidemic, but if you want informed, unbiased insight… https://t.co/Q3a4OOqtD6"
"5654","christina cran","UK",2020-08-13,"From P3 to P4. Hasn't a lot happened in that time! Boy Child was so excited. I remain on edge.

#returntoschool… https://t.co/srEkd3r6nV"
"5655","Molevalleydc","UK",2020-08-13,"There is a #Covid19 testing unit in our Pippbrook Offices car park #Dorking today. 

If you have symptoms, book a t… https://t.co/W9NNGlY5Ph"
"5656","RCSLTResearch","UK",2020-08-13,"We're delighted to see the "
"5657","Jerry Hicks","UK",2020-08-13,"EXCLUSIVE : 

Government to hire 'Head of Pandemic Preparedness' six months into Covid-19 crisis… https://t.co/g82jP8UzAJ"
"5658","Financial IT","UK",2020-08-13,"@StanChart and @airtelafrica Partner to Drive Financial Inclusion Across Africa
https://t.co/WwlRx2jcMQ

#fintech… https://t.co/uM0I8EdHwe"
"5659","AndZ","UK",2020-08-13,"Second consecutive day of over 1,000 new Covid cases in UK for first time since June https://t.co/busvanAHdj #COVID19"
"5660","colin chandler","UK",2020-08-13,"COLIN LOVES HIS BOTTLE OF ORANGE JUICE HIS LAUGH MAKES THE WORLD LAUGH @FirstTMaster @oxfordstadium… https://t.co/jNi3izkSk7"
"5661","NIESR","UK",2020-08-13,"To find out more about the latest ONS estimates and NIESR's forecast for UK economic recovery, you can read the ful… https://t.co/2KMkDGrd4m"
"5662","Education Watchdog 3.5%","UK",2020-08-13,"More shenanigans with data to keep the pubs open, con parents into sending children to schools, to line the pockets… https://t.co/otaFTg8sF2"
"5663","Highland Marketing","UK",2020-08-13,".@CliniSysGroup CCO Simon Hurst provides a "
"5664","Jay Wadkin 🇪🇺","UK",2020-08-13,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/VdP0XtdtIN"
"5665","Belfast Telegraph","UK",2020-08-13,"Coronavirus updates: NI's top judge fast-tracks case against Stormont over special needs children "
"5666","VOCAL Midlothian","UK",2020-08-13,"Always useful information within Midspace newsletters; definitely worth a look!
#mentalhealth #wellbeing #COVID19 https://t.co/5CncLTpiqB"
"5667","Peter Drobac","UK",2020-08-13,"More evidence for @GavinWilliamson that kids get #Covid19 and transmit it to others.

We all want our kids in schoo… https://t.co/nRmeskIbZQ"
"5668","HealthcareENV","UK",2020-08-13,"@lee_mosby @Truthse84833901 @CommonsEAC @JohnMcNallySNP @MattHancock All over the UK in warehouses and shipping con… https://t.co/qYnr5MeigR"
"5669","shaun sandiford","UK",2020-08-13,"1st they ignored the care homes,  then they told you all Lives matter, now they've downgraded your kids grades.… https://t.co/jvcT2BuZkB"
"5670","Saty Kaur","UK",2020-08-13,"Getting ahead of zoonotic outbreaks like "
"5671","HealthcareENV","UK",2020-08-13,"@Truthse84833901 @CommonsEAC @JohnMcNallySNP @MattHancock Can you believe they said the UK had incineration capacit… https://t.co/cUGNb7ORKZ"
"5672","Unite the union: join a union","UK",2020-08-13,"“Heathrow is cynically using "
"5673","StudyTravel Ltd","UK",2020-08-13,"In StudyTravel news: The Association of Language Travel Organisations (@ALTOAssociation) released survey results on… https://t.co/iF2trdsCLC"
"5674","NAPCE","UK",2020-08-13,"#InTheNews - ""Almost 40% of students in England have A-level results downgraded"" from @guardian… https://t.co/lnLXgaAhyl"
"5675","FA Parkes","UK",2020-08-13,"NEW IN - AIIRFlo Type IIR Disposable Face Masks

High quality | Fluid resistant | Made in 🇬🇧

Available now at FA P… https://t.co/G2r6FGpKUo"
"5676","Royal Society Publishing","UK",2020-08-13,"Perceived efficacy of #COVID19 restrictions, reactions and their impact on mental health during the early phase of… https://t.co/RRUF3a1Nvn"
"5677","Jonathon Holmes","UK",2020-08-13,"New RTT data today shows the scale of #Covid19 impact on waiting times and access.
➡️Only 52% getting planned treat… https://t.co/sV8ADJNl2G"
"5678","FaraRobotics","UK",2020-08-13,"Agrodrone repurposed for spraying sanitizer to disinfect a Bus Station in Ghana. 
#COVID19 #Drone #Agrodrone… https://t.co/8qfJtABddq"
"5679","SUDEP Action","UK",2020-08-13,"Language translations are available for you to add your voice to our international surveys, measuring the impact of… https://t.co/OizrI93vM6"
"5680","Education Watchdog 3.5%","UK",2020-08-13,"Who would believe this corrupt would try to fix the "
"5681","Karen.b. 🌼","UK",2020-08-13,"Proud Mumma today but then I always am. 
This has been a roller coaster of a time. 
New adventures 🎉

#ResultsDay… https://t.co/Wt9SseCcFN"
"5682","projectfive","UK",2020-08-13,"#CyberCrime is incredibly prevalent and upsetting crime at the best of times, but scams that play on people’s fears… https://t.co/bGyD0VzvOp"
"5683","YMCA Taunton","UK",2020-08-13,"Quick cuppa prior to setting out the free food larder "
"5684","Northampton - Northants Live","UK",2020-08-13,"Local Covid-19 test and trace could be introduced to Northamptonshire in a bid to stop the rise in cases
#covid19 

https://t.co/CCVGQoVq6D"
"5685","Twitter Moments UK & Ireland","UK",2020-08-13,"Sergio Pérez missed the previous two @F1 races due to a positive "
"5686","Michael Grave","UK",2020-08-13,"#COVID19 Schools v Pubs? Society is networked, financially, socially. geographically. Snap a network link means con… https://t.co/e0lDAs8Nkl"
"5687","Centre for Cities","UK",2020-08-13,"More than half of the 94,00 jobs in #Crawley could be lost because of the town’s reliance on aviation, even althoug… https://t.co/7yi35031kZ"
"5688","Primary Theatre Company www.primarytheatre.org.uk","UK",2020-08-13,"Fritz &amp; Marie are comming up with loads of exciting things for kids aged 4to11 to do and discover. "
"5689","Jerry Hicks","UK",2020-08-13,"#VoteBlueToSaveAmerica Latest State of play ...

Poll: Biden leads Trump in 5 of 6 battleground states… https://t.co/PVLUpIAAFR"
"5690","Healthwatch Dorset","UK",2020-08-13,"What’s your experience of "
"5691","Healthwatch Glos","UK",2020-08-13,"For many people "
"5692","Sensyne Health","UK",2020-08-13,"OUR DISCOVERY SCIENCES WORK – early findings on exploring how ML can automate the analysis of Lung CT scans from CO… https://t.co/TqhliFSOQ2"
"5693","OxfordBusinessGroup","UK",2020-08-13,"How is the #Covid19 pandemic changing the face of #elections in emerging markets? 

Find out here:… https://t.co/kQ4Pzrq8NH"
"5694","GC Business Finance","UK",2020-08-13,"Are you a "
"5695","Chord UK Ltd","UK",2020-08-13,"@ChordUK have put in place measures to ensure that we are able to deliver uninterrupted service and business contin… https://t.co/o6KbGuyiNa"
"5696","Evoke Technologies Ltd","UK",2020-08-13,"Is your school prepared for the new normal?

Evoke Technologies can help make improvements in your school to make e… https://t.co/MYQkyQABzs"
"5697","Reward & EB Assoc","UK",2020-08-13,"The effect of COVID-19: how to change your reward and benefits strategy  @LCP_Actuaries "
"5698","Simply-Docs","UK",2020-08-13,"Re-opening a hotel or B&amp;B? You must carry out a risk assessment to make things as safe as possible for your staff a… https://t.co/vOtHkSx60g"
"5699","Wizards Ltd","UK",2020-08-13,"Business has suffered during the "
"5700","Change4Life ST","UK",2020-08-13,"Everyone who can must wear a face covering when using public transport to help protect against the transmission of… https://t.co/kTaCq0TV67"
"5701","Romero Insurance Brokers","UK",2020-08-13,"Make sure your business isn't caught out on the wrong side of the law should redundancy action need to be taken.… https://t.co/vJEPC09mXg"
"5702","RMGroup | Robotic Automation & Packaging","UK",2020-08-13,"Do you want to know how automation can help your business recover from Covid-19.
Read our article… https://t.co/0EyyykQM1u"
"5703","Future Planning","UK",2020-08-13,"If you’re thinking about accessing your #pension earlier than planned during #Covid19 uncertainty, make sure you co… https://t.co/jQndFAxtOb"
"5704","⚧️Sexual Health & Contraception, Brighton & Hove🍑","UK",2020-08-13,"ℹ️ Info about restarting &amp; accessing PrEP as #COVID19 lockdown lifts from @THTorguk

⭐PrEP = Pre Exposure Prophylax… https://t.co/95TufumikX"
"5705","Core Spirit","UK",2020-08-13,"Have you made a significant change to your life after living in lockdown?

Share your experiences with us!… https://t.co/doqS1JGtN9"
"5706","Hankinson Group","UK",2020-08-13,"How do you "
"5707","Ryan Hunter","UK",2020-08-13,"Good luck to everyone receiving their A-Level Results today. It has been a year like no other. But remember...you d… https://t.co/a8B6mJJuOw"
"5708","AlzSoc_Martin","UK",2020-08-13,"These stats from @ONS showing that "
"5709","pbsi Magazine","UK",2020-08-13,"HS2 is searching for specialist contractors to deliver high voltage "
"5710","The Meh","UK",2020-08-13,"I think I was wrong about sweden and "
"5711","Derby City Council","UK",2020-08-13,"Corporation St is now only open to buses, taxis, cyclists &amp; pedestrians between 7am-7pm each day - one of the many… https://t.co/s4AC9mo4Pl"
"5712","Lloyd Child","UK",2020-08-13,"@LouisHenwood As chancellor of the exchequer he is responsible for authorising the payments to those 'PPE suppliers… https://t.co/1TcdfKzFlC"
"5713","Stephens Gaskets","UK",2020-08-13,"#FaceShields allow you to breathe easier compared to a #mask, also effective against #covid19 as they can reduce vi… https://t.co/xDFBOyj5LZ"
"5714","EY UKI","UK",2020-08-13,"#EY research reveals, with the increasing reliance on home broadband amid the #COVID19 pandemic, guaranteed improve… https://t.co/dEq2G1Oniw"
"5715","Cheshire & Merseyside Health & Care Partnership","UK",2020-08-13,"In response to there being several #COVID19 outbreaks across the North West, Directors of Public Health across Ches… https://t.co/yTaJP2FLU6"
"5716","Great Place to Work® UK","UK",2020-08-13,"🎧 WEBINAR ALERT | On August 18th Kerry Beirne, Grp People &amp; Learning Director at @sovinigroup will share #COVID19 p… https://t.co/zA1FLqS6PP"
"5717","Birketts EC3 Legal","UK",2020-08-13,"The International Association of Insurance Supervisors "
"5718","LMac","UK",2020-08-13,"So 75% of our English A level class got their grades downgraded. Unfair is an understatement. ☹ "
"5719","Donahue Rogers Ex-Labour 🥀","UK",2020-08-13,"This happened approx two weeks ago 

https://t.co/mZ8U8FFkE2

#COVIDIOTS 

#COVID19"
"5720","Hallmaster","UK",2020-08-13,"As schools are set to re-open shortly, will your hall be offering its services as a relief venue? How may this affe… https://t.co/BuDjX7e7zT"
"5721","Manchester Dunk","UK",2020-08-13,"Interesting article about the origins of #epidemiology and the need to embrace uncertainty, both then and now.… https://t.co/LHxEo4zzR1"
"5722","InThisTogether","UK",2020-08-13,"Al confirmed ""new cases"" of #COVID19 in New Zealand will be forcibly interned in ""quarantine facilities"" (camps). I… https://t.co/VkJpCk3RKn"
"5723","SUPPORT OUR POLICE OFFICERS 🚔 Not Criminals","UK",2020-08-13,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/nY6yZjTL1T"
"5724","Chris Ibbitson","UK",2020-08-13,"Great piece in @Telegraph by @JamesLiamCook on how the "
"5725","Westfield Health","UK",2020-08-13,"In today's #covid19 #dailybriefing, British holidaymakers fear for their holiday plans as 14 countries are at risk… https://t.co/2h918cTBRI"
"5726","ER13","UK",2020-08-13,"Anybody else received a @educationgovuk survey about supporting your child’s education during "
"5727","Drains First Ltd","UK",2020-08-13,"@IdiotDriversUK Driver of this car overtook my van nearly head on into a Milford's builders merchants truck yesterd… https://t.co/hfW5DO1a2i"
"5728","Sam Pye","UK",2020-08-13,"Daily Record: Scots primary school forced to close after confirmed Covid-19 case https://t.co/14XHEdtEfA… https://t.co/5MfIO0ySDg"
"5729","Ian Charles","UK",2020-08-13,"Business has suffered during the "
"5730","Ashley Chaplin","UK",2020-08-13,"If the coronial system is broken, unreliable &amp; not trusted by the bereaved, then what worth are death certificates… https://t.co/A1HTyAZrOr"
"5731","UoP_RSF","UK",2020-08-13,"Following our successful 'Research During Lockdown' event last month panellist Sui Chian Phang
Research Fellow in B… https://t.co/Dbm2FE7AvB"
"5732","iwatergroup","UK",2020-08-13,"https://t.co/C3b5NNseV0
With many in search of holiday destinations to make up for missed summer plans, it's import… https://t.co/Durb4qEKow"
"5733","Quality Services Hygiene Supplies","UK",2020-08-13,"We’re delighted to announce our very own label 70% alcohol wipes. EN1276 killing 99.99% of germs. UK manufacturer a… https://t.co/uAEjs7KEz1"
"5734","anthony sargeant","UK",2020-08-13,"13th August 2020
ONS data (now corrected) UK data #COVID19  
7 day moving average = 12 deaths 
Population of nearly… https://t.co/EXLJgFHCWV"
"5735","Grand Northern","UK",2020-08-13,"This is testament to the state of the nation and its hapless government. We are literally the sick man of the world… https://t.co/8wMmtDXzC5"
"5736","Nadanai L","UK",2020-08-13,"Cutting-edge stuff from @DrVivekThacker demonstrating how lung-on-chip devices can be used to probe "
"5737","CW+","UK",2020-08-13,"So excited to be working with @thesdstudio on a #COVID19 commemorative mural @WestMidHospital. 

Find out more and… https://t.co/TFWqrkqdpN"
"5738","shokey hussain","UK",2020-08-13,"Good luck to those receiving Exam Results today, I know it’s been particularly tough with #COVID19 I really hope yo… https://t.co/dTmwAuLfef"
"5739","NHS Counter Fraud","UK",2020-08-13,"During any crisis criminals will attempt to profit on the situation find out how to prevent fraud against the NHS d… https://t.co/JEUSV7oADL"
"5740","Education Watchdog 3.5%","UK",2020-08-13,"@nicktolhurst @Big_Headers Bit late but maybe their inflatable got held up crossing the channel. Never mind, they'l… https://t.co/aiK72d5fmK"
"5741","Drains First Ltd","UK",2020-08-13,"@WYP_LeedsNE Driver of this car overtook my van nearly head on into a Milford's builders merchants truck yesterday… https://t.co/FoVugRSzri"
"5742","Ben Page, Ipsos MORI","UK",2020-08-13,"Thank you to the hundreds of thousands of people taking part in the "
"5743","Meshell Boyle","UK",2020-08-13,"@Ryanair I will never ever fly "
"5744","Lifestyle Health Hub","UK",2020-08-13,"Health staff need training for COVID-toes, leading expert warns - @HuddersfieldUni @MidYorkshireNHS @HospitalHub… https://t.co/z3sp8oIHsy"
"5745","Breakthrough Fitness","UK",2020-08-13,"This research by @BC_Resilience, highlights the ongoing impact to #mentalhealth upon mainly women diagnosed with… https://t.co/lUVyQK0PxD"
"5746","Drains First Ltd","UK",2020-08-13,"@WYP_LeedsNW Driver of this car overtook my van nearly head on into a Milford's builders merchants truck yesterday… https://t.co/3tbi51QLfW"
"5747","Jack Large","UK",2020-08-13,"Oil prices and COVID-19 blamed as ABN Amro retreats to core business: The bank has discontinued all trade and commo… https://t.co/ZkpWmu4n1y"
"5748","Stephen Mackenzie","UK",2020-08-13,"@justinmadders @cattwil As ex vice chair to "
"5749","EECO2","UK",2020-08-13,"Practical advice document available for reducing the risk of airborne transmission of COVID-19 via HVAC systems.… https://t.co/01gKSBFVlq"
"5750","Baz","UK",2020-08-13,"@10DowningStreet The game is up @BorisJohnson ! It’s time to end the charade! "
"5751","bee digital ltd","UK",2020-08-13,"School #exams &amp; #COVID19: what could the UK have learned from EU?

Get more #education #insights @guardian 👇… https://t.co/8RWSohDjH3"
"5752","Simon Stewart","UK",2020-08-13,"trump: 1000 #covid19 deaths a day is what it is.
also trump: Muh shower isn't powerful enough! I'm signing teh executive order!"
"5753","Dr Noor Bari","UK",2020-08-13,"@blasphemybunny @DrEricLevi Maybe someone that knows about Victoria/NSW "
"5754","Andrew Speight MYP","UK",2020-08-13,"Good luck to anyone collecting #AlevelResults today. 

The odds have been stacked against you - please be proud tha… https://t.co/ytsG0IYXoX"
"5755","elvis bulldog uk","UK",2020-08-13,"Stay hydrated my furry friends happy Thursday much love Elvis 🥵 💖😘🕺 "
"5756","Office for National Statistics (ONS)","UK",2020-08-13,"Our latest economic and social impact indicators have been published today as part of our response to the… https://t.co/Oj1Gj7mD04"
"5757","Mel Dawkins","UK",2020-08-13,"The truth is that it’s a recession for some people.The super rich will still continue to make profit and the Tories… https://t.co/dtlSSGXIum"
"5758","We are NIHR","UK",2020-08-13,"NIHR's Policy Research Programme is inviting applications for research to inform the policy response to challenges… https://t.co/QZsndNp8b3"
"5759","Education Watchdog 3.5%","UK",2020-08-13,"The Govt recount of Covid deaths is a fix to enable them to argue they are not as culpable for unnecessary deaths a… https://t.co/ywHT0zQ1mu"
"5760","Kirsty Holmes","UK",2020-08-13,"Are ‘Hope’ and ‘opportunity’ the same as ‘thoughts and prayers’? 

What they are not is ‘support’ or ‘a plan’

Are… https://t.co/70bdychjHd"
"5761","Owen Espley","UK",2020-08-13,"Anyone want a temp digital campaigns job? - i've got big love for the @genrentuk crew - doing some great campaignin… https://t.co/fvkcmWWTWA"
"5762","John Wight","UK",2020-08-13,"This is a roll of the dice by the Kremlin. Rolling out a vaccine for "
"5763","MOSL","UK",2020-08-13,"WEBINAR: Don't forget to join our Finance Director Steve Formoy today at 10am for @MOSL_'s finance webinar which wi… https://t.co/S29sXLEdch"
"5764","Trancelated","UK",2020-08-13,"That's not a very "
"5765","Housing Digital","UK",2020-08-13,"Sovereign has indicated that its plans to build 1,900 new homes this year are under threat due to the disruption ca… https://t.co/5QONTObJVm"
"5766","NCISH","UK",2020-08-13,"See also a @hogrefe_publ Crisis editorial, co-authored by our @ProfLAppleby and Professor Nav Kapur which outlines… https://t.co/K6l6rW5hbZ"
"5767","Insurance Times","UK",2020-08-13,"Covid-19 claims push Zurich into the red for the first half of the year

https://t.co/WIVktL8Zk4

#insurance #Covid19 @ZurichInsUK"
"5768","Bob Ward","UK",2020-08-13,"EY research reveals, with the increasing reliance on home broadband amid the #COVID19 pandemic, guaranteed improvem… https://t.co/ottjlLNSgl"
